City,Region,Country,Source,Code,Latitude,Longitude,Time_Zone,Elevation,URL
S\xe3o Lu\xeds do Paraitinga,SP,BRA,INMET,869120,-23.23,-45.42,-3.0,874.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_SP_Sao.Luis.do.Paraitinga.869120_INMET/BRA_SP_Sao.Luis.do.Paraitinga.869120_INMET.epw
S\xe3o Paulo-Congonhas AP,SP,BRA,TRY Brazil,837800,-23.62,-46.65,-3.0,802.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_SP_Sao.Paulo-Congonhas.AP.837800_TRY.1954/BRA_SP_Sao.Paulo-Congonhas.AP.837800_TRY.1954.epw
S\xe3o Paulo,SP,BRA,INMET,837810,-23.85,-46.64,-3.0,792.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_SP_Sao.Paulo.837810_INMET/BRA_SP_Sao.Paulo.837810_INMET.epw
Sorocaba,SP,BRA,INMET,838510,-23.50,-47.46,-3.0,609.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_SP_Sorocaba.838510_INMET/BRA_SP_Sorocaba.838510_INMET.epw
Taubat\xe9,SP,BRA,INMET,869110,-23.03,-45.56,-3.0,571.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_SP_Taubate.869110_INMET/BRA_SP_Taubate.869110_INMET.epw
Valpara\xedso,SP,BRA,INMET,868380,-21.32,-50.93,-3.0,374.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_SP_Valparaiso.868380_INMET/BRA_SP_Valparaiso.868380_INMET.epw
Votuporanga,SP,BRA,INMET,868150,-20.42,-49.97,-3.0,486.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_SP_Votuporanga.868150_INMET/BRA_SP_Votuporanga.868150_INMET.epw
SALVADOR,-,BRA,SWERA,832480,-13.02,-38.52,-3.0,51.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_Salvador.832290_SWERA/BRA_Salvador.832290_SWERA.epw
SANTA_MARIA,-,BRA,SWERA,839360,-29.70,-53.70,-3.0,114.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_Santa.Maria.839360_SWERA/BRA_Santa.Maria.839360_SWERA.epw
SAO_PAULO/CONGONHAS,-,BRA,SWERA,837800,-23.62,-46.65,-3.0,803.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_Sao.Paulo-Congonhas.837800_SWERA/BRA_Sao.Paulo-Congonhas.837800_SWERA.epw
SAO PAULO,-,BRA,IWEC Data,837800,-23.62,-46.65,-3.0,803.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_Sao.Paulo.837800_IWEC/BRA_Sao.Paulo.837800_IWEC.epw
Aragua\xedna,TO,BRA,INMET,819000,-7.18,-48.22,-3.0,226.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_TO_Araguaina.819000_INMET/BRA_TO_Araguaina.819000_INMET.epw
Araguatins,TO,BRA,INMET,818210,-5.64,-48.11,-3.0,117.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_TO_Araguatins.818210_INMET/BRA_TO_Araguatins.818210_INMET.epw
Dian\xf3polis,TO,BRA,INMET,866320,-11.59,-46.85,-3.0,732.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_TO_Dianopolis.866320_INMET/BRA_TO_Dianopolis.866320_INMET.epw
Formoso do Araguaia,TO,BRA,INMET,866290,-11.78,-49.61,-3.0,220.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_TO_Formoso.do.Araguaia.866290_INMET/BRA_TO_Formoso.do.Araguaia.866290_INMET.epw
Gurupi,TO,BRA,INMET,866300,-11.72,-49.08,-3.0,287.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_TO_Gurupi.866300_INMET/BRA_TO_Gurupi.866300_INMET.epw
Palmas,TO,BRA,INMET,866070,-10.17,-48.33,-3.0,280.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_TO_Palmas.866070_INMET/BRA_TO_Palmas.866070_INMET.epw
Paran\xe3,TO,BRA,INMET,866500,-12.60,-47.87,-3.0,280.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_TO_Parana.866500_INMET/BRA_TO_Parana.866500_INMET.epw
Pedro Afonso,TO,BRA,INMET,819410,-8.97,-48.17,-3.0,189.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_TO_Pedro.Afonso.819410_INMET/BRA_TO_Pedro.Afonso.819410_INMET.epw
Peixe,TO,BRA,INMET,866490,-12.02,-48.54,-3.0,242.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/BRA/BRA_TO_Peixe.866490_INMET/BRA_TO_Peixe.866490_INMET.epw
ANTOFAGASTA,-,CHL,IWEC Data,854420,-23.43,-70.43,-4.0,120.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/CHL/CHL_Antofagasta.854420_IWEC/CHL_Antofagasta.854420_IWEC.epw
CONCEPCION,-,CHL,IWEC Data,856820,-36.77,-73.05,-4.0,16.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/CHL/CHL_Concepcion.856820_IWEC/CHL_Concepcion.856820_IWEC.epw
EASTER ISLAND,-,CHL,IWEC Data,854690,-27.15,-109.42,-6.0,47.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/CHL/CHL_Easter.Island.854690_IWEC/CHL_Easter.Island.854690_IWEC.epw
PUNTA ARENAS,-,CHL,IWEC Data,859340,-53.00,-70.85,-4.0,37.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/CHL/CHL_Punta.Arenas.859340_IWEC/CHL_Punta.Arenas.859340_IWEC.epw
SANTIAGO,-,CHL,IWEC Data,855740,-33.38,-70.78,-4.0,476.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/CHL/CHL_Santiago.855740_IWEC/CHL_Santiago.855740_IWEC.epw
ANTOFAGASTA,-,CHL,IWEC Data,854420,-23.43,-70.43,-4.0,120.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/CHL/CHL_Antofagasta.854420_IWEC/CHL_Antofagasta.854420_IWEC.epw
CONCEPCION,-,CHL,IWEC Data,856820,-36.77,-73.05,-4.0,16.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/CHL/CHL_Concepcion.856820_IWEC/CHL_Concepcion.856820_IWEC.epw
EASTER ISLAND,-,CHL,IWEC Data,854690,-27.15,-109.42,-6.0,47.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/CHL/CHL_Easter.Island.854690_IWEC/CHL_Easter.Island.854690_IWEC.epw
PUNTA ARENAS,-,CHL,IWEC Data,859340,-53.00,-70.85,-4.0,37.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/CHL/CHL_Punta.Arenas.859340_IWEC/CHL_Punta.Arenas.859340_IWEC.epw
SANTIAGO,-,CHL,IWEC Data,855740,-33.38,-70.78,-4.0,476.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/CHL/CHL_Santiago.855740_IWEC/CHL_Santiago.855740_IWEC.epw
BOGOTA,-,COL,IWEC Data,802220,4.70,-74.13,-5.0,2548.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/COL/COL_Bogota.802220_IWEC/COL_Bogota.802220_IWEC.epw
BOGOTA,-,COL,IWEC Data,802220,4.70,-74.13,-5.0,2548.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/COL/COL_Bogota.802220_IWEC/COL_Bogota.802220_IWEC.epw
QUITO,-,ECU,IWEC Data,840710,-0.15,-78.48,-5.0,2812.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/ECU/ECU_Quito.840710_IWEC/ECU_Quito.840710_IWEC.epw
QUITO,-,ECU,IWEC Data,840710,-0.15,-78.48,-5.0,2812.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/ECU/ECU_Quito.840710_IWEC/ECU_Quito.840710_IWEC.epw
AREQUIPA,-,PER,IWEC Data,847520,-16.32,-71.55,-5.0,2520.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/PER/PER_Arequipa.847520_IWEC/PER_Arequipa.847520_IWEC.epw
CUZCO,-,PER,IWEC Data,846860,-13.55,-71.98,-5.0,3249.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/PER/PER_Cuzco.846860_IWEC/PER_Cuzco.846860_IWEC.epw
LIMA,-,PER,IWEC Data,846280,-12.00,-77.12,-5.0,13.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/PER/PER_Lima.846280_IWEC/PER_Lima.846280_IWEC.epw
AREQUIPA,-,PER,IWEC Data,847520,-16.32,-71.55,-5.0,2520.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/PER/PER_Arequipa.847520_IWEC/PER_Arequipa.847520_IWEC.epw
CUZCO,-,PER,IWEC Data,846860,-13.55,-71.98,-5.0,3249.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/PER/PER_Cuzco.846860_IWEC/PER_Cuzco.846860_IWEC.epw
LIMA,-,PER,IWEC Data,846280,-12.00,-77.12,-5.0,13.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/PER/PER_Lima.846280_IWEC/PER_Lima.846280_IWEC.epw
ASUNCION,-,PRY,IWEC Data,862180,-25.25,-57.57,-4.0,101.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/PRY/PRY_Asuncion.862180_IWEC/PRY_Asuncion.862180_IWEC.epw
ASUNCION,-,PRY,IWEC Data,862180,-25.25,-57.57,-4.0,101.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/PRY/PRY_Asuncion.862180_IWEC/PRY_Asuncion.862180_IWEC.epw
MONTEVIDEO,-,URY,IWEC Data,865800,-34.83,-56.00,-3.0,32.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/URY/URY_Montevideo.865800_IWEC/URY_Montevideo.865800_IWEC.epw
MONTEVIDEO,-,URY,IWEC Data,865800,-34.83,-56.00,-3.0,32.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/URY/URY_Montevideo.865800_IWEC/URY_Montevideo.865800_IWEC.epw
CARACAS,-,VEN,IWEC Data,804150,10.60,-66.98,-4.0,48.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/VEN/VEN_Caracas.804150_IWEC/VEN_Caracas.804150_IWEC.epw
CARACAS,-,VEN,IWEC Data,804150,10.60,-66.98,-4.0,48.0',https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/VEN/VEN_Caracas.804150_IWEC/VEN_Caracas.804150_IWEC.epw
Calgary Int'l,AB,CAN,WYEC2-B-25110,718770,51.12,-114.02,-7.0,1084.0",https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/AB/CAN_AB_Calgary.718770_CWEC/CAN_AB_Calgary.718770_CWEC.epw
Edmonton Stony Plain,AB,CAN,WYEC2-B-25145,711230,53.53,-114.10,-7.0,723.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/AB/CAN_AB_Edmonton.711230_CWEC/CAN_AB_Edmonton.711230_CWEC.epw
Fort McMurray,AB,CAN,WYEC2-B-25105,719320,56.65,-111.22,-7.0,369.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/AB/CAN_AB_Fort.McMurray.719320_CWEC/CAN_AB_Fort.McMurray.719320_CWEC.epw
Grand Prairie,AB,CAN,WYEC2-e-94803,719400,55.18,-118.88,-7.0,669.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/AB/CAN_AB_Grande.Prairie.719400_CWEC/CAN_AB_Grande.Prairie.719400_CWEC.epw
Lethbridge,AB,CAN,WYEC2-e-71243,712430,49.63,-112.80,-7.0,921.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/AB/CAN_AB_Lethbridge.712430_CWEC/CAN_AB_Lethbridge.712430_CWEC.epw
Medicine Hat,AB,CAN,WYEC2-B-25118,718720,50.02,-110.72,-7.0,716.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/AB/CAN_AB_Medicine.Hat.718720_CWEC/CAN_AB_Medicine.Hat.718720_CWEC.epw
Abbotsford,BC,CAN,WYEC2-B-24288,711080,49.03,-122.37,-8.0,58.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/BC/CAN_BC_Abbotsford.711080_CWEC/CAN_BC_Abbotsford.711080_CWEC.epw
Comox,BC,CAN,WYEC2-B-24292,718930,49.72,-124.90,-8.0,24.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/BC/CAN_BC_Comox.718930_CWEC/CAN_BC_Comox.718930_CWEC.epw
Cranbrook,BC,CAN,WYEC2-e-94157,718800,49.60,-115.78,-8.0,940.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/BC/CAN_BC_Cranbrook.718800_CWEC/CAN_BC_Cranbrook.718800_CWEC.epw
Fort St John,BC,CAN,WYEC2-B-25231,719430,56.23,-120.73,-8.0,695.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/BC/CAN_BC_Fort.St.John.719430_CWEC/CAN_BC_Fort.St.John.719430_CWEC.epw
Kamloops,BC,CAN,WYEC2-B-25220,718870,50.70,-120.45,-8.0,346.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/BC/CAN_BC_Kamloops.718870_CWEC/CAN_BC_Kamloops.718870_CWEC.epw
Port Hardy,BC,CAN,WYEC2-B-25223,711090,50.68,-127.37,-8.0,22.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/BC/CAN_BC_Port.Hardy.711090_CWEC/CAN_BC_Port.Hardy.711090_CWEC.epw
Prince George,BC,CAN,WYEC2-B-25206,718960,53.88,-122.68,-8.0,691.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/BC/CAN_BC_Prince.George.718960_CWEC/CAN_BC_Prince.George.718960_CWEC.epw
Prince Rupert,BC,CAN,WYEC2-B-25353,718980,54.30,-130.43,-8.0,34.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/BC/CAN_BC_Prince.Rupert.718980_CWEC/CAN_BC_Prince.Rupert.718980_CWEC.epw
Sandspit,BC,CAN,WYEC2-B-25346,711010,53.25,-131.82,-8.0,6.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/BC/CAN_BC_Sandspit.711010_CWEC/CAN_BC_Sandspit.711010_CWEC.epw
Smithers,BC,CAN,WYEC2-B-25225,719500,54.82,-127.18,-8.0,523.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/BC/CAN_BC_Smithers.719500_CWEC/CAN_BC_Smithers.719500_CWEC.epw
Summerland,BC,CAN,WYEC2-B-94152,717680,49.57,-119.65,-8.0,479.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/BC/CAN_BC_Summerland.717680_CWEC/CAN_BC_Summerland.717680_CWEC.epw
Vancouver Int'l,BC,CAN,WYEC2-B-94238,718920,49.18,-123.17,-8.0,2.0",https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/BC/CAN_BC_Vancouver.718920_CWEC/CAN_BC_Vancouver.718920_CWEC.epw
Victoria Int'l,BC,CAN,WYEC2-B-24297,717990,48.65,-123.43,-8.0,19.0",https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/BC/CAN_BC_Victoria.717990_CWEC/CAN_BC_Victoria.717990_CWEC.epw
Brandon,MB,CAN,WYEC2-e-14997,711400,49.92,-99.95,-6.0,409.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/MB/CAN_MB_Brandon.711400_CWEC/CAN_MB_Brandon.711400_CWEC.epw
Churchill,MB,CAN,WYEC2-B-15901,719130,58.75,-94.07,-6.0,29.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/MB/CAN_MB_Churchill.719130_CWEC/CAN_MB_Churchill.719130_CWEC.epw
The Pas,MB,CAN,WYEC2-B-25004,718670,53.97,-101.10,-6.0,271.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/MB/CAN_MB_The.Pas.718670_CWEC/CAN_MB_The.Pas.718670_CWEC.epw
Winnipeg Int'l,MB,CAN,WYEC2-B-14996,718520,49.90,-97.23,-6.0,239.0",https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/MB/CAN_MB_Winnipeg.718520_CWEC/CAN_MB_Winnipeg.718520_CWEC.epw
Fredericton,NB,CAN,WYEC2-B-14670,717000,45.87,-66.53,-4.0,20.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NB/CAN_NB_Fredericton.717000_CWEC/CAN_NB_Fredericton.717000_CWEC.epw
Miramichi,NB,CAN,WYEC2-e-71744,717440,47.02,-65.45,-4.0,33.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NB/CAN_NB_Miramichi.717440_CWEC/CAN_NB_Miramichi.717440_CWEC.epw
Saint John,NB,CAN,WYEC2-B-14643,716090,45.32,-65.88,-4.0,109.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NB/CAN_NB_Saint.John.716090_CWEC/CAN_NB_Saint.John.716090_CWEC.epw
Battle Harbour,NF,CAN,WYEC2-B-CAN06,718170,52.30,-55.83,-3.5,8.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NF/CAN_NF_Battle.Harbour.718170_CWEC/CAN_NF_Battle.Harbour.718170_CWEC.epw
Gander Int'l,NF,CAN,WYEC2-B-14509,718030,48.95,-54.57,-3.5,151.0",https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NF/CAN_NF_Gander.718030_CWEC/CAN_NF_Gander.718030_CWEC.epw
Goose,NF,CAN,WYEC2-B-15601,718160,53.32,-60.37,-3.5,49.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NF/CAN_NF_Goose.718160_CWEC/CAN_NF_Goose.718160_CWEC.epw
St John's,NF,CAN,WYEC2-B-14521,718010,47.62,-52.73,-3.5,140.0",https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NF/CAN_NF_St.Johns.718010_CWEC/CAN_NF_St.Johns.718010_CWEC.epw
Stephenville,NF,CAN,WYEC2-B-14503,718150,48.53,-58.55,-3.5,26.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NF/CAN_NF_Stephenville.718150_CWEC/CAN_NF_Stephenville.718150_CWEC.epw
Greenwood,NS,CAN,WYEC2-B-14636,713970,44.98,-64.92,-4.0,28.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NS/CAN_NS_Greenwood.713970_CWEC/CAN_NS_Greenwood.713970_CWEC.epw
Sable Island,NS,CAN,WYEC2-B-14642,716000,43.93,-60.02,-4.0,4.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NS/CAN_NS_Sable.Island.716000_CWEC/CAN_NS_Sable.Island.716000_CWEC.epw
Shearwater,NS,CAN,WYEC2-B-14633,716010,44.63,-63.50,-4.0,51.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NS/CAN_NS_Shearwater.716010_CWEC/CAN_NS_Shearwater.716010_CWEC.epw
Sydney,NS,CAN,WYEC2-B-14646,717070,46.17,-60.05,-4.0,62.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NS/CAN_NS_Sydney.717070_CWEC/CAN_NS_Sydney.717070_CWEC.epw
Truro,NS,CAN,WYEC2-e-14675,713980,45.37,-63.27,-4.0,40.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NS/CAN_NS_Truro.713980_CWEC/CAN_NS_Truro.713980_CWEC.epw
Inuvik Ua,NT,CAN,WYEC2-B-22258,719570,68.30,-133.48,-7.0,68.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NT/CAN_NT_Inuvik.719570_CWEC/CAN_NT_Inuvik.719570_CWEC.epw
Yellowknife,NT,CAN,WYEC2-B-26110,719360,62.47,-114.45,-7.0,206.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NT/CAN_NT_Yellowknife.719360_CWEC/CAN_NT_Yellowknife.719360_CWEC.epw
Resolute,NU,CAN,WYEC2-B-17901,719240,74.72,-94.98,-6.0,67.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/NU/CAN_NU_Resolute.719240_CWEC/CAN_NU_Resolute.719240_CWEC.epw
Kingston,ON,CAN,WYEC2-B-CAN15,718200,44.22,-76.60,-5.0,93.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/ON/CAN_ON_Kingston.716200_CWEC/CAN_ON_Kingston.716200_CWEC.epw
London,ON,CAN,WYEC2-B-94805,716230,43.03,-81.15,-5.0,278.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/ON/CAN_ON_London.716230_CWEC/CAN_ON_London.716230_CWEC.epw
Mount Forest,ON,CAN,WYEC2-B-94857,716310,43.98,-80.75,-5.0,415.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/ON/CAN_ON_Mount.Forest.716310_CWEC/CAN_ON_Mount.Forest.716310_CWEC.epw
Muskoka,ON,CAN,WYEC2-B-04704,716300,44.97,-79.30,-5.0,282.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/ON/CAN_ON_Muskoka.716300_CWEC/CAN_ON_Muskoka.716300_CWEC.epw
North Bay,ON,CAN,WYEC2-B-04705,717310,46.35,-79.43,-5.0,371.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/ON/CAN_ON_North.Bay.717310_CWEC/CAN_ON_North.Bay.717310_CWEC.epw
Ottawa Int'l,ON,CAN,WYEC2-B-04772,716280,45.32,-75.67,-5.0,114.0",https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/ON/CAN_ON_Ottawa.716280_CWEC/CAN_ON_Ottawa.716280_CWEC.epw
Sault Ste Marie,ON,CAN,WYEC2-B-94842,712600,46.48,-84.52,-5.0,192.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/ON/CAN_ON_Sault.Ste.Marie.712600_CWEC/CAN_ON_Sault.Ste.Marie.712600_CWEC.epw
Simcoe,ON,CAN,WYEC2-e-94858,715270,42.85,-80.27,-5.0,241.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/ON/CAN_ON_Simcoe.715270_CWEC/CAN_ON_Simcoe.715270_CWEC.epw
Thunder Bay,ON,CAN,WYEC2-B-94804,717490,48.37,-89.32,-5.0,199.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/ON/CAN_ON_Thunder.Bay.717490_CWEC/CAN_ON_Thunder.Bay.717490_CWEC.epw
Timmins,ON,CAN,WYEC2-e-94831,717390,48.57,-81.37,-5.0,295.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/ON/CAN_ON_Timmins.717390_CWEC/CAN_ON_Timmins.717390_CWEC.epw
Toronto Int'l,ON,CAN,WYEC2-B-04714,716240,43.67,-79.63,-5.0,173.0",https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/ON/CAN_ON_Toronto.716240_CWEC/CAN_ON_Toronto.716240_CWEC.epw
Trenton,ON,CAN,WYEC2-B-04715,716210,44.12,-77.53,-5.0,86.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/ON/CAN_ON_Trenton.716210_CWEC/CAN_ON_Trenton.716210_CWEC.epw
Windsor,ON,CAN,WYEC2-B-94810,715380,42.27,-82.97,-5.0,190.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/ON/CAN_ON_Windsor.715380_CWEC/CAN_ON_Windsor.715380_CWEC.epw
Charlottetown CDA,PE,CAN,WYEC2-B-14688,717060,46.28,-63.13,-4.0,54.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/PE/CAN_PE_Charlottetown.717060_CWEC/CAN_PE_Charlottetown.717060_CWEC.epw
Bagotville,PQ,CAN,WYEC2-B-94795,717270,48.33,-71.00,-5.0,159.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/PQ/CAN_PQ_Bagotville.717270_CWEC/CAN_PQ_Bagotville.717270_CWEC.epw
Baie Comeau,PQ,CAN,WYEC2-B-14627,711870,49.13,-68.20,-5.0,22.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/PQ/CAN_PQ_Baie.Comeau.711870_CWEC/CAN_PQ_Baie.Comeau.711870_CWEC.epw
Grindstone Island,PQ,CAN,WYEC2-B-CAN13,-,47.38,-61.87,-5.0,59.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/PQ/CAN_PQ_Grindstone.Island_CWEC/CAN_PQ_Grindstone.Island_CWEC.epw
Kuujjuarapik,PQ,CAN,WYEC2-B-15701,719050,55.28,-77.77,-5.0,12.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/PQ/CAN_PQ_Kuujjuarapik.719050_CWEC/CAN_PQ_Kuujjuarapik.719050_CWEC.epw
Kuujuaq,PQ,CAN,WYEC2-B-15605,719060,58.10,-68.42,-5.0,37.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/PQ/CAN_PQ_Kuujuaq.719060_CWEC/CAN_PQ_Kuujuaq.719060_CWEC.epw
La Grande Riviere,PQ,CAN,WYEC2-B-73715,718270,53.63,-77.70,-5.0,195.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/PQ/CAN_PQ_La.Grande.Riviere.718270_CWEC/CAN_PQ_La.Grande.Riviere.718270_CWEC.epw
Lake Eon,PQ,CAN,WYEC2-B-CAN07,714210,51.87,-63.28,-5.0,561.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/PQ/CAN_PQ_Lake.Eon.714210_CWEC/CAN_PQ_Lake.Eon.714210_CWEC.epw
Mont Joli,PQ,CAN,WYEC2-B-14639,717180,48.60,-68.22,-5.0,52.0',https://energyplus-weather.s3.amazonaws.com/north_and_central_america_wmo_region_4/CAN/PQ/CAN_PQ_Mont.Joli.717180_CWEC/CAN_PQ_Mont.Joli.717180_CWEC.epw
